USB Device Number	 Description	 Packet Number	 Date And Time	 Elapsed Time	 RSL	 Packet Status	 Channel	 Byte Count	 PDU	 Priority	 L/S Adr	 ASN (0)	 Net ID	 To	 From	 DLPDU Specifier	 Advertise Payload	 DLL MIC	 CRC	 CRC Failure	 DLL Authenticates	 DLL Key Used	 DLL Nonce Used	 DLL ASN Used	 DLL Calc Mic	 NL Ctl	 TTL	 ASN Snippet	 Graph ID	 Dest	 Src	 Proxy	 Src Route 1	 Src Route 2	 PayloadHex	 Payload	 SL Ctl	 SL Cnt	 SL MIC	 SL Decrypts	 SL Key Used	 SL Nonce Used	 SL Calc Mic	 TL Ctl	 TL Status	 TL ExStatus	 Cipher Text	 Clear Text
124646	 802.15.4-DATA	 149889	 2016-04-26 18:50:40.711	 376,093,718.056	 -32	 0x0000	 18	 38	 Adv	 Cmd	 88	 B7	 AAAA	 FFFF	 0001	 31	 0004310DB7000FFF7F010A010D00640200194D00000D	 C238F346	 0DEA	 	 	 7777772E68617274636F6D6D2E6F7267	 0004310DB70000000000000001	 0004310DB7	 C238F346	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 264188B7AAAAFFFF0100310004310DB7000FFF7F010A010D00640200194D00000DC238F3460DEA	 
124646	 802.15.4-DATA	 149890	 2016-04-26 18:50:40.922	 376,093,929.169	 -65	 0x0000	 14	 29	 Adv	 Alarm	 88	 96	 1055	 FFFF	 63BE	 09	 	 13000860	 ECEB	 	 auth failure	 00000000000000000000000000000000	 00000000000000000000000000	 0000000000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 1D4188965510FFFFBE630910FCFFBE6301C0F6BDDB4000A213000860ECEB	 
124646	 802.15.4-DATA	 149891	 2016-04-26 18:50:40.961	 376,093,968.053	 -31	 0x0000	 13	 38	 Adv	 Cmd	 88	 D0	 AAAA	 FFFF	 0001	 31	 0004310DD0000FFF7F010A010D00640200194D00000D	 0B90E9BC	 0EEA	 	 	 7777772E68617274636F6D6D2E6F7267	 0004310DD00000000000000001	 0004310DD0	 0B90E9BC	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 264188D0AAAAFFFF0100310004310DD0000FFF7F010A010D00640200194D00000D0B90E9BC0EEA	 
124646	 802.15.4-DATA	 149892	 2016-04-26 18:50:41.092	 376,094,098.055	 -52	 0x0000	 11	 76	 Data	 PData	 88	 DD	 AAAA	 0001	 0012	 2F	 	 41332B1C	 F9EB	 	 auth failure	 00000000000000000000000000000000	 0004310DDD0000000000000012	 0004310DDD	 710E1394	 00	 00	 	 	 FFFFFFFFFFFFFFFF	 FFFFFFFFFFFFFFFF	 	 	 	 	 	 	 S	 	 decrypt failure	 00000000000000000000000000000000	 00000000000000000000000000	 	 00	 00	 00	 4C4188DDAAAA010012002F00200DDB011CF98100120087AE3E40F91BFBA26D0DA8C636602EA51AABF0CFDF837F97E9E770A88E7F9719066D78D937BF1E25933F6AB1B42D4EB09441332B1CF9EB	 
124646	 802.15.4-DATA	 149893	 2016-04-26 18:50:41.094	 376,094,101.694	 -31	 0x0000	 11	 19	 ACK	 PData	 88	 DD	 AAAA	 0012	 0001	 28	 	 7D2E1E0C	 0EEC	 	 auth failure	 00000000000000000000000000000000	 0004310DDD0000000000000001	 0004310DDD	 96E04364	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 134188DDAAAA120001002800001E7D2E1E0C0EEC	 
124646	 802.15.4-DATA	 149894	 2016-04-26 18:50:41.211	 376,094,218.054	 -31	 0x0000	 23	 38	 Adv	 Cmd	 88	 E9	 AAAA	 FFFF	 0001	 31	 0004310DE9000FFF7F010A010D00640200194D00000D	 767C8581	 0EEC	 	 	 7777772E68617274636F6D6D2E6F7267	 0004310DE90000000000000001	 0004310DE9	 767C8581	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 264188E9AAAAFFFF0100310004310DE9000FFF7F010A010D00640200194D00000D767C85810EEC	 
124646	 802.15.4-DATA	 149895	 2016-04-26 18:50:41.232	 376,094,238.088	 -54	 0x0000	 24	 76	 Data	 PData	 88	 EB	 AAAA	 0012	 0011	 2F	 	 69BF3CD8	 F7E9	 	 auth failure	 00000000000000000000000000000000	 0004310DEB0000000000000011	 0004310DEB	 6C87927D	 00	 00	 	 	 FFFFFFFFFFFFFFFF	 FFFFFFFFFFFFFFFF	 	 	 	 	 	 	 S	 	 decrypt failure	 00000000000000000000000000000000	 00000000000000000000000000	 	 00	 00	 00	 4C4188EBAAAA120011002F00200DDB011AF981001100B7883D35210EF042ED89DCDD22B3DB7166B59655241AC387CC248E5E3B73DB32BA4188C2AB34E23E825C2BDDA1BE1EBEE169BF3CD8F7E9	 
124646	 802.15.4-DATA	 149896	 2016-04-26 18:50:41.234	 376,094,241.728	 -53	 0x0000	 24	 19	 ACK	 PData	 88	 EB	 AAAA	 0011	 0012	 28	 	 15442D39	 F8EC	 	 auth failure	 00000000000000000000000000000000	 0004310DEB0000000000000012	 0004310DEB	 048F57A5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 134188EBAAAA110012002800FFFE15442D39F8EC	 
124646	 802.15.4-DATA	 149897	 2016-04-26 18:50:41.342	 376,094,348.056	 -56	 0x0000	 21	 76	 Data	 PData	 88	 F6	 AAAA	 0001	 0012	 2F	 	 C2134986	 F5EC	 	 auth failure	 00000000000000000000000000000000	 0004310DF60000000000000012	 0004310DF6	 E6992F92	 00	 00	 	 	 FFFFFFFFFFFFFFFF	 FFFFFFFFFFFFFFFF	 	 	 	 	 	 	 S	 	 decrypt failure	 00000000000000000000000000000000	 00000000000000000000000000	 	 00	 00	 00	 4C4188F6AAAA010012002F001F0DDB011AF981001100B7883D35210EF042ED89DCDD22B3DB7166B59655241AC387CC248E5E3B73DB32BA4188C2AB34E23E825C2BDDA1BE1EBEE1C2134986F5EC	 
124646	 802.15.4-DATA	 149898	 2016-04-26 18:50:41.345	 376,094,351.690	 -36	 0x0000	 21	 19	 ACK	 PData	 88	 F6	 AAAA	 0012	 0001	 28	 	 AF42E1AA	 09EC	 	 auth failure	 00000000000000000000000000000000	 0004310DF60000000000000001	 0004310DF6	 B34675F0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 134188F6AAAA1200010028000020AF42E1AA09EC	 
124646	 802.15.4-DATA	 149899	 2016-04-26 18:50:41.641	 376,094,648.056	 -36	 0x0000	 21	 38	 Adv	 Cmd	 88	 14	 AAAA	 FFFF	 0001	 31	 0004310E14000FFF7F010A010D00640200194D00000D	 259156E3	 09EB	 	 	 7777772E68617274636F6D6D2E6F7267	 0004310E140000000000000001	 0004310E14	 259156E3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 26418814AAAAFFFF0100310004310E14000FFF7F010A010D00640200194D00000D259156E309EB	 
124646	 802.15.4-DATA	 149900	 2016-04-26 18:50:41.821	 376,094,828.053	 -31	 0x0000	 24	 38	 Adv	 Cmd	 88	 26	 AAAA	 FFFF	 0001	 31	 0004310E26000FFF7F010A010D00640200194D00000D	 48FCE590	 0EEC	 	 	 7777772E68617274636F6D6D2E6F7267	 0004310E260000000000000001	 0004310E26	 48FCE590	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 26418826AAAAFFFF0100310004310E26000FFF7F010A010D00640200194D00000D48FCE5900EEC	 
124646	 802.15.4-DATA	 149901	 2016-04-26 18:50:42.071	 376,095,078.058	 -33	 0x0000	 19	 38	 Adv	 Cmd	 88	 3F	 AAAA	 FFFF	 0001	 31	 0004310E3F000FFF7F010A010D00640200194D00000D	 58EE73AA	 0CE9	 	 	 7777772E68617274636F6D6D2E6F7267	 0004310E3F0000000000000001	 0004310E3F	 58EE73AA	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 2641883FAAAAFFFF0100310004310E3F000FFF7F010A010D00640200194D00000D58EE73AA0CE9	 
124646	 802.15.4-DATA	 149902	 2016-04-26 18:50:42.092	 376,095,098.052	 -56	 0x0000	 21	 76	 Data	 PData	 88	 41	 AAAA	 0001	 0012	 2F	 	 B772D192	 F5EA	 	 auth failure	 00000000000000000000000000000000	 0004310E410000000000000012	 0004310E41	 D3FE0BBD	 75	 1C	 	 	 FFFFFFFFFFFFFFFF	 FFFFFFFFFFFFFFFF	 	 	 	 	 	 	 error	 	 decrypt failure	 00000000000000000000000000000000	 00000000000000000000000000	 	 00	 00	 00	 4C418841AAAA010012002F00200E3F011CF98100120088149B00A4337C398ECC6A73CF8BE9EBD990AC484AA3FC9DC661C514D31043769EF197C09BC29516A4721FD82D7537DF5DB772D192F5EA	 
124646	 802.15.4-DATA	 149903	 2016-04-26 18:50:42.094	 376,095,101.690	 -34	 0x0000	 21	 19	 ACK	 PData	 88	 41	 AAAA	 0012	 0001	 28	 	 F1148DCB	 0BEB	 	 auth failure	 00000000000000000000000000000000	 0004310E410000000000000001	 0004310E41	 50B787D0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 13418841AAAA1200010028000023F1148DCB0BEB	 
124646	 802.15.4-DATA	 149904	 2016-04-26 18:50:42.322	 376,095,328.060	 -54	 0x0000	 19	 76	 Data	 PData	 88	 58	 AAAA	 0012	 0011	 2F	 	 65E11BD5	 F7EB	 	 auth failure	 00000000000000000000000000000000	 0004310E580000000000000011	 0004310E58	 8BC1D0E1	 75	 1C	 	 	 FFFFFFFFFFFFFFFF	 FFFFFFFFFFFFFFFF	 	 	 	 	 	 	 error	 	 decrypt failure	 00000000000000000000000000000000	 00000000000000000000000000	 	 00	 00	 00	 4C418858AAAA120011002F00200E3F011AF981001100B8D8F09773E4CE02DBA6733BDA96BFD781292CDB73E09C443C298653BF9BDB38A3267132EC81D43A4CC1A83DF131AD072C65E11BD5F7EB	 
124646	 802.15.4-DATA	 149905	 2016-04-26 18:50:42.324	 376,095,331.695	 -55	 0x0000	 19	 19	 ACK	 PData	 88	 58	 AAAA	 0011	 0012	 28	 	 8A786501	 F6EA	 	 auth failure	 00000000000000000000000000000000	 0004310E580000000000000012	 0004310E58	 4D4AC489	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 13418858AAAA11001200280000198A786501F6EA	 
124646	 802.15.4-DATA	 149906	 2016-04-26 18:50:42.342	 376,095,348.055	 -53	 0x0000	 16	 76	 Data	 PData	 88	 5A	 AAAA	 0001	 0012	 2F	 	 3381C871	 F8EA	 	 auth failure	 00000000000000000000000000000000	 0004310E5A0000000000000012	 0004310E5A	 C061B01B	 75	 1C	 	 	 FFFFFFFFFFFFFFFF	 FFFFFFFFFFFFFFFF	 	 	 	 	 	 	 error	 	 decrypt failure	 00000000000000000000000000000000	 00000000000000000000000000	 	 00	 00	 00	 4C41885AAAAA010012002F001F0E3F011AF981001100B8D8F09773E4CE02DBA6733BDA96BFD781292CDB73E09C443C298653BF9BDB38A3267132EC81D43A4CC1A83DF131AD072C3381C871F8EA	 
124646	 802.15.4-DATA	 149907	 2016-04-26 18:50:42.346	 376,095,351.695	 -31	 0x0000	 16	 19	 ACK	 PData	 88	 5A	 AAAA	 0012	 0001	 28	 	 4DA39752	 0EEC	 	 auth failure	 00000000000000000000000000000000	 0004310E5A0000000000000001	 0004310E5A	 2A1640F6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 1341885AAAAA120001002800001E4DA397520EEC	 
124646	 802.15.4-DATA	 149908	 2016-04-26 18:50:42.390	 376,095,395.925	 -64	 0x0000	 14	 33	 Adv	 Alarm	 88	 97	 1055	 FFFF	 63BE	 09	 	 EF000000	 EDEC	 	 auth failure	 00000000000000000000000000000000	 00000000000000000000000000	 0000000000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 214188975510FFFFBE630910FCFFBE631EC4F6BDDB4000A213000100EF000000EDEC	 
124646	 802.15.4-DATA	 149909	 2016-04-26 18:50:42.390	 376,095,398.055	 -36	 0x0000	 21	 38	 Adv	 Cmd	 88	 5F	 AAAA	 FFFF	 0001	 31	 0004310E5F000FFF7F010A010D00640200194D00000D	 D09BC6AA	 09EA	 	 	 7777772E68617274636F6D6D2E6F7267	 0004310E5F0000000000000001	 0004310E5F	 D09BC6AA	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 2641885FAAAAFFFF0100310004310E5F000FFF7F010A010D00640200194D00000DD09BC6AA09EA	 
124646	 802.15.4-DATA	 149910	 2016-04-26 18:50:42.642	 376,095,648.056	 -31	 0x0000	 16	 38	 Adv	 Cmd	 88	 78	 AAAA	 FFFF	 0001	 31	 0004310E78000FFF7F010A010D00640200194D00000D	 97B11622	 0EE9	 	 	 7777772E68617274636F6D6D2E6F7267	 0004310E780000000000000001	 0004310E78	 97B11622	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 26418878AAAAFFFF0100310004310E78000FFF7F010A010D00640200194D00000D97B116220EE9	 
124646	 802.15.4-DATA	 149911	 2016-04-26 18:50:42.705	 376,095,712.423	 -64	 0x0000	 14	 33	 Adv	 Alarm	 88	 98	 1055	 FFFF	 63BE	 09	 	 EF000000	 EDEB	 	 auth failure	 00000000000000000000000000000000	 00000000000000000000000000	 0000000000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 214188985510FFFFBE630910FCFFBE631EC4F6BDDB4000A213000100EF000000EDEB	 
124646	 802.15.4-DATA	 149912	 2016-04-26 18:50:42.821	 376,095,828.057	 -33	 0x0000	 19	 38	 Adv	 Cmd	 88	 8A	 AAAA	 FFFF	 0001	 31	 0004310E8A000FFF7F010A010D00640200194D00000D	 BC4EC7C2	 0CEC	 	 	 7777772E68617274636F6D6D2E6F7267	 0004310E8A0000000000000001	 0004310E8A	 BC4EC7C2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 2641888AAAAAFFFF0100310004310E8A000FFF7F010A010D00640200194D00000DBC4EC7C20CEC	 
124646	 802.15.4-DATA	 149913	 2016-04-26 18:50:43.038	 376,096,045.080	 -65	 0x0000	 14	 33	 Adv	 Alarm	 88	 99	 1055	 FFFF	 63BE	 09	 	 EF000000	 ECEC	 	 auth failure	 00000000000000000000000000000000	 00000000000000000000000000	 0000000000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 214188995510FFFFBE630910FCFFBE631EC4F6BDDB4000A213000100EF000000ECEC	 
124646	 802.15.4-DATA	 149914	 2016-04-26 18:50:43.071	 376,096,078.058	 -31	 0x0000	 14	 38	 Adv	 Cmd	 88	 A3	 AAAA	 FFFF	 0001	 31	 0004310EA3000FFF7F010A010D00640200194D00000D	 3E062F5F	 0EEB	 	 	 7777772E68617274636F6D6D2E6F7267	 0004310EA30000000000000001	 0004310EA3	 3E062F5F	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 264188A3AAAAFFFF0100310004310EA3000FFF7F010A010D00640200194D00000D3E062F5F0EEB	 
124646	 802.15.4-DATA	 149915	 2016-04-26 18:50:43.092	 376,096,098.077	 -55	 0x0000	 16	 76	 Data	 PData	 88	 A5	 AAAA	 0001	 0012	 2F	 	 6F6A74D2	 F6EB	 	 auth failure	 00000000000000000000000000000000	 0004310EA50000000000000012	 0004310EA5	 5381BF4E	 75	 1C	 	 	 FFFFFFFFFFFFFFFF	 FFFFFFFFFFFFFFFF	 	 	 	 	 	 	 error	 	 decrypt failure	 00000000000000000000000000000000	 00000000000000000000000000	 	 00	 00	 00	 4C4188A5AAAA010012002F00200EA3011CF981001200895959F08FD399082C5F057BB537570813AF785AA888A8F9AFAB914D09CF6541D1073B4C9ED2AD92F973A1E6A9E50C80676F6A74D2F6EB	 
124646	 802.15.4-DATA	 149916	 2016-04-26 18:50:43.094	 376,096,101.714	 -32	 0x0000	 16	 19	 ACK	 PData	 88	 A5	 AAAA	 0012	 0001	 28	 	 09FBDF2C	 0DEB	 	 auth failure	 00000000000000000000000000000000	 0004310EA50000000000000001	 0004310EA5	 852222DD	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 134188A5AAAA120001002800000909FBDF2C0DEB	 
124646	 802.15.4-DATA	 149917	 2016-04-26 18:50:43.322	 376,096,328.063	 -59	 0x0000	 14	 76	 Data	 PData	 88	 BC	 AAAA	 0012	 0011	 2F	 	 1FE254E5	 F2EB	 	 auth failure	 00000000000000000000000000000000	 0004310EBC0000000000000011	 0004310EBC	 D8BED7B8	 75	 1C	 	 	 FFFFFFFFFFFFFFFF	 FFFFFFFFFFFFFFFF	 	 	 	 	 	 	 error	 	 decrypt failure	 00000000000000000000000000000000	 00000000000000000000000000	 	 00	 00	 00	 4C4188BCAAAA120011002F00200EA3011AF981001100B9ABE45ED3E140734E6A00E1D86C603FD9BF57FFA1C5DC673AC76D5FBA8E30D8408AC4DC8DA1AD61823C0931D3E5B20A521FE254E5F2EB	 
124646	 802.15.4-DATA	 149918	 2016-04-26 18:50:43.324	 376,096,331.699	 -53	 0x0000	 14	 19	 ACK	 PData	 88	 BC	 AAAA	 0011	 0012	 28	 	 2328C90C	 F8EB	 	 auth failure	 00000000000000000000000000000000	 0004310EBC0000000000000012	 0004310EBC	 1E38184E	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 134188BCAAAA11001200280000312328C90CF8EB	 
124646	 802.15.4-DATA	 149919	 2016-04-26 18:50:43.342	 376,096,348.082	 -54	 0x0000	 11	 76	 Data	 PData	 88	 BE	 AAAA	 0001	 0012	 2F	 	 EEC497B3	 F7EA	 	 auth failure	 00000000000000000000000000000000	 0004310EBE0000000000000012	 0004310EBE	 15B43427	 75	 1C	 	 	 FFFFFFFFFFFFFFFF	 FFFFFFFFFFFFFFFF	 	 	 	 	 	 	 error	 	 decrypt failure	 00000000000000000000000000000000	 00000000000000000000000000	 	 00	 00	 00	 4C4188BEAAAA010012002F001F0EA3011AF981001100B9ABE45ED3E140734E6A00E1D86C603FD9BF57FFA1C5DC673AC76D5FBA8E30D8408AC4DC8DA1AD61823C0931D3E5B20A52EEC497B3F7EA	 
124646	 802.15.4-DATA	 149920	 2016-04-26 18:50:43.344	 376,096,351.720	 -31	 0x0000	 11	 19	 ACK	 PData	 88	 BE	 AAAA	 0012	 0001	 28	 	 454730AC	 0EEC	 	 auth failure	 00000000000000000000000000000000	 0004310EBE0000000000000001	 0004310EBE	 9875C70F	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 134188BEAAAA1200010028000003454730AC0EEC	 
124646	 802.15.4-DATA	 149921	 2016-04-26 18:50:43.372	 376,096,379.408	 -64	 0x0000	 14	 33	 Adv	 Alarm	 88	 9A	 1055	 FFFF	 63BE	 09	 	 EF000000	 EDEB	 	 auth failure	 00000000000000000000000000000000	 00000000000000000000000000	 0000000000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 2141889A5510FFFFBE630910FCFFBE631EC4F6BDDB4000A213000100EF000000EDEB	 
124646	 802.15.4-DATA	 149922	 2016-04-26 18:50:43.391	 376,096,398.055	 -87	 0x0001	 14	 38	 Adv	 Cmd	 88	 C1	 AAAA	 FFFF	 0001	 31	 	 369290B6	 D636	 crc failure	 auth failure	 00000000000000000000000000000000	 00000000000000000000000000	 0000000000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 264188C1AAAAFFFF0100310004310EC3000FF47F010A010200640200194D00000D369290B6D636	 
124646	 802.15.4-DATA	 149923	 2016-04-26 18:50:43.391	 376,096,398.056	 -31	 0x0000	 16	 38	 Adv	 Cmd	 88	 C3	 AAAA	 FFFF	 0001	 31	 0004310EC3000FFF7F010A010D00640200194D00000D	 369290B6	 0EEC	 	 	 7777772E68617274636F6D6D2E6F7267	 0004310EC30000000000000001	 0004310EC3	 369290B6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 264188C3AAAAFFFF0100310004310EC3000FFF7F010A010D00640200194D00000D369290B60EEC	 
124646	 802.15.4-DATA	 149924	 2016-04-26 18:50:43.642	 376,096,648.057	 -31	 0x0000	 11	 38	 Adv	 Cmd	 88	 DC	 AAAA	 FFFF	 0001	 31	 0004310EDC000FFF7F010A010D00640200194D00000D	 7C508ED6	 0EEB	 	 	 7777772E68617274636F6D6D2E6F7267	 0004310EDC0000000000000001	 0004310EDC	 7C508ED6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 264188DCAAAAFFFF0100310004310EDC000FFF7F010A010D00640200194D00000D7C508ED60EEB	 
124646	 802.15.4-DATA	 149925	 2016-04-26 18:50:43.822	 376,096,828.054	 -31	 0x0000	 14	 38	 Adv	 Cmd	 88	 EE	 AAAA	 FFFF	 0001	 31	 0004310EEE000FFF7F010A010D00640200194D00000D	 53A7D80B	 0EEA	 	 	 7777772E68617274636F6D6D2E6F7267	 0004310EEE0000000000000001	 0004310EEE	 53A7D80B	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 264188EEAAAAFFFF0100310004310EEE000FFF7F010A010D00640200194D00000D53A7D80B0EEA	 
124646	 802.15.4-DATA	 149926	 2016-04-26 18:50:44.072	 376,097,078.055	 -31	 0x0000	 24	 38	 Adv	 Cmd	 88	 07	 AAAA	 FFFF	 0001	 31	 0004310F07000FFF7F010A010D00640200194D00000D	 244C9F96	 0EEC	 	 	 7777772E68617274636F6D6D2E6F7267	 0004310F070000000000000001	 0004310F07	 244C9F96	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 26418807AAAAFFFF0100310004310F07000FFF7F010A010D00640200194D00000D244C9F960EEC	 
124646	 802.15.4-DATA	 149927	 2016-04-26 18:50:44.093	 376,097,098.074	 -52	 0x0000	 11	 76	 Data	 PData	 88	 09	 AAAA	 0001	 0012	 2F	 	 937A4996	 F9EB	 	 auth failure	 00000000000000000000000000000000	 0004310F090000000000000012	 0004310F09	 8C879CF1	 75	 1C	 	 	 FFFFFFFFFFFFFFFF	 FFFFFFFFFFFFFFFF	 	 	 	 	 	 	 error	 	 decrypt failure	 00000000000000000000000000000000	 00000000000000000000000000	 	 00	 00	 00	 4C418809AAAA010012002F00200F07011CF9810012008A3D481E5F8F8B25DEA4D14592F217DF3EACBF307CC5B6923733646582C473A5B42590D4AE581E1DFB83099760DAF12DEE937A4996F9EB	 
124646	 802.15.4-DATA	 149928	 2016-04-26 18:50:44.095	 376,097,101.711	 -31	 0x0000	 11	 19	 ACK	 PData	 88	 09	 AAAA	 0012	 0001	 28	 	 43568FC5	 0EE9	 	 auth failure	 00000000000000000000000000000000	 0004310F090000000000000001	 0004310F09	 2CCBFF10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 13418809AAAA120001002800000B43568FC50EE9	 
124646	 802.15.4-DATA	 149929	 2016-04-26 18:50:44.323	 376,097,328.092	 -54	 0x0000	 24	 76	 Data	 PData	 88	 20	 AAAA	 0012	 0011	 2F	 	 3E6C9949	 F7EA	 	 auth failure	 00000000000000000000000000000000	 0004310F200000000000000011	 0004310F20	 5BADD7F9	 75	 1C	 	 	 FFFFFFFFFFFFFFFF	 FFFFFFFFFFFFFFFF	 	 	 	 	 	 	 error	 	 decrypt failure	 00000000000000000000000000000000	 00000000000000000000000000	 	 00	 00	 00	 4C418820AAAA120011002F00200F07011AF981001100BA21D1E12709867E056AAE7685C9110C8AD0627DB5CE236BF61E02E07606CF3154BD2B4946D32724E9BB8B761CD2BDC7703E6C9949F7EA	 
124646	 802.15.4-DATA	 149930	 2016-04-26 18:50:44.325	 376,097,331.730	 -55	 0x0000	 24	 19	 ACK	 PData	 88	 20	 AAAA	 0011	 0012	 28	 	 495AEE47	 F6EC	 	 auth failure	 00000000000000000000000000000000	 0004310F200000000000000012	 0004310F20	 1FCFA0D4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 13418820AAAA110012002800000E495AEE47F6EC	 
124646	 802.15.4-DATA	 149931	 2016-04-26 18:50:44.343	 376,097,348.078	 -56	 0x0000	 21	 76	 Data	 PData	 88	 22	 AAAA	 0001	 0012	 2F	 	 8EB6785C	 F5EB	 	 auth failure	 00000000000000000000000000000000	 0004310F220000000000000012	 0004310F22	 9B227E50	 75	 1C	 	 	 FFFFFFFFFFFFFFFF	 FFFFFFFFFFFFFFFF	 	 	 	 	 	 	 error	 	 decrypt failure	 00000000000000000000000000000000	 00000000000000000000000000	 	 00	 00	 00	 4C418822AAAA010012002F001F0F07011AF981001100BA21D1E12709867E056AAE7685C9110C8AD0627DB5CE236BF61E02E07606CF3154BD2B4946D32724E9BB8B761CD2BDC7708EB6785CF5EB	 
124646	 802.15.4-DATA	 149932	 2016-04-26 18:50:44.345	 376,097,351.716	 -89	 0x0001	 19	 19	 err	 PData	 88	 22	 AAA3	 0012	 0001	 2E	 	 10A65457	 D432	 crc failure	 auth failure	 00000000000000000000000000000000	 00000000000000000000000000	 0000000000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 13418822A3AA120001002E00000510A65457D432	 
124646	 802.15.4-DATA	 149933	 2016-04-26 18:50:44.345	 376,097,351.716	 -35	 0x0000	 21	 19	 ACK	 PData	 88	 22	 AAAA	 0012	 0001	 28	 	 10A65457	 0AEB	 	 auth failure	 00000000000000000000000000000000	 0004310F220000000000000001	 0004310F22	 7BC9EF89	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 13418822AAAA120001002800000510A654570AEB	 
124646	 802.15.4-DATA	 149934	 2016-04-26 18:50:44.392	 376,097,398.052	 -31	 0x0000	 11	 38	 Adv	 Cmd	 88	 27	 AAAA	 FFFF	 0001	 31	 0004310F27000FFF7F010A010D00640200194D00000D	 FFA8A8B9	 0EEC	 	 	 7777772E68617274636F6D6D2E6F7267	 0004310F270000000000000001	 0004310F27	 FFA8A8B9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 26418827AAAAFFFF0100310004310F27000FFF7F010A010D00640200194D00000DFFA8A8B90EEC	 
124646	 802.15.4-DATA	 149935	 2016-04-26 18:50:44.643	 376,097,648.053	 -36	 0x0000	 21	 38	 Adv	 Cmd	 88	 40	 AAAA	 FFFF	 0001	 31	 0004310F40000FFF7F010A010D00640200194D00000D	 69378C85	 09EB	 	 	 7777772E68617274636F6D6D2E6F7267	 0004310F400000000000000001	 0004310F40	 69378C85	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 26418840AAAAFFFF0100310004310F40000FFF7F010A010D00640200194D00000D69378C8509EB	 
124646	 802.15.4-DATA	 149936	 2016-04-26 18:50:44.893	 376,097,898.051	 -31	 0x0000	 16	 38	 Adv	 Cmd	 88	 59	 AAAA	 FFFF	 0001	 31	 0004310F59000FFF7F010A010D00640200194D00000D	 8C71D94B	 0EEC	 	 	 7777772E68617274636F6D6D2E6F7267	 0004310F590000000000000001	 0004310F59	 8C71D94B	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 26418859AAAAFFFF0100310004310F59000FFF7F010A010D00640200194D00000D8C71D94B0EEC	 
