USB Device Number	 Description	 Packet Number	 Date And Time	 Elapsed Time	 RSL	 Packet Status	 Channel	 Byte Count	 PDU	 Priority	 L/S Adr	 ASN (0)	 Net ID	 To	 From	 DLPDU Specifier	 Advertise Payload	 DLL MIC	 CRC	 CRC Failure	 DLL Authenticates	 DLL Key Used	 DLL Nonce Used	 DLL ASN Used	 DLL Calc Mic	 NL Ctl	 TTL	 ASN Snippet	 Graph ID	 Dest	 Src	 Proxy	 Src Route 1	 Src Route 2	 PayloadHex	 Payload	 SL Ctl	 SL Cnt	 SL MIC	 SL Decrypts	 SL Key Used	 SL Nonce Used	 SL Calc Mic	 TL Ctl	 TL Status	 TL ExStatus	 Cipher Text	 Clear Text
124646	 802.15.4-DATA	 150193	 2016-04-26 18:51:09.078	 376,122,078.035	 -32	 0x0000	 19	 38	 Adv	 Cmd	 88	 CB	 AAAA	 FFFF	 0001	 31	 00043118CB000FFF7F010A010D00640200194D00000D	 FF605C06	 0DEC	 	 	 7777772E68617274636F6D6D2E6F7267	 00043118CB0000000000000001	 00043118CB	 FF605C06	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 264188CBAAAAFFFF01003100043118CB000FFF7F010A010D00640200194D00000DFF605C060DEC	 
124646	 802.15.4-DATA	 150194	 2016-04-26 18:51:09.099	 376,122,098.032	 -56	 0x0000	 21	 76	 Data	 PData	 88	 CD	 AAAA	 0001	 0012	 2F	 	 34D3BB03	 F5EC	 	 auth failure	 00000000000000000000000000000000	 00043118CD0000000000000012	 00043118CD	 8C95C26E	 00	 FB	 	 	 FFFFFFFFFFFFFFFF	 FFFFFFFFFFFFFFFF	 	 	 	 	 	 	 S	 	 decrypt failure	 00000000000000000000000000000000	 00000000000000000000000000	 	 00	 00	 00	 4C4188CDAAAA010012002F002018CB011CF981001200A3D615C60F0106C3715A9C1FCC7A4742E3A8488FE1E39E153A2EBCDBFF0661E89E9032A47E4DDDE84C09105C966EC648F234D3BB03F5EC	 
124646	 802.15.4-DATA	 150195	 2016-04-26 18:51:09.099	 376,122,101.670	 -36	 0x0000	 21	 19	 ACK	 PData	 88	 CD	 AAAA	 0012	 0001	 28	 	 F4B7E4C3	 09EB	 	 auth failure	 00000000000000000000000000000000	 00043118CD0000000000000001	 00043118CD	 A2A8107E	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 134188CDAAAA120001002800001DF4B7E4C309EB	 
124646	 802.15.4-DATA	 150196	 2016-04-26 18:51:09.218	 376,122,218.049	 -58	 0x0000	 18	 76	 Data	 PData	 88	 D9	 AAAA	 0001	 0011	 2F	 	 EB565CE3	 F3EC	 	 auth failure	 00000000000000000000000000000000	 00043118D90000000000000011	 00043118D9	 4406E46D	 00	 FB	 	 	 FFFFFFFFFFFFFFFF	 FFFFFFFFFFFFFFFF	 	 	 	 	 	 	 S	 	 decrypt failure	 00000000000000000000000000000000	 00000000000000000000000000	 	 00	 00	 00	 4C4188D9AAAA010011002F002018CB011AF981001100D3E1BA7FCF118FEE0947979AB14866E19959BB836496628DFCC3C337C97DDD0998FCF10AB8AA2D6A56BD8A286A9C971557EB565CE3F3EC	 
124646	 802.15.4-DATA	 150197	 2016-04-26 18:51:09.218	 376,122,221.683	 -35	 0x0000	 18	 19	 ACK	 PData	 88	 D9	 AAAA	 0011	 0001	 28	 	 6025CF5B	 0AEC	 	 auth failure	 00000000000000000000000000000000	 00043118D90000000000000001	 00043118D9	 7E94CC09	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 134188D9AAAA110001002800000C6025CF5B0AEC	 
124646	 802.15.4-DATA	 150198	 2016-04-26 18:51:09.396	 376,122,398.032	 -33	 0x0000	 21	 38	 Adv	 Cmd	 88	 EB	 AAAA	 FFFF	 0001	 31	 00043118EB000FFF7F010A010D00640200194D00000D	 87C12620	 0CEC	 	 	 7777772E68617274636F6D6D2E6F7267	 00043118EB0000000000000001	 00043118EB	 87C12620	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 264188EBAAAAFFFF01003100043118EB000FFF7F010A010D00640200194D00000D87C126200CEC	 
124646	 802.15.4-DATA	 150199	 2016-04-26 18:51:09.647	 376,122,648.033	 -87	 0x0001	 14	 35	 Adv	 Cmd	 88	 04	 AAAA	 FFFF	 0001	 31	 	 00000D91	 D638	 crc failure	 auth failure	 00000000000000000000000000000000	 00000000000000000000000000	 0000000000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 23418804AAAAFFFF0100310004311904000FFB7F010A010D00640200194D00000D91D638	 
124646	 802.15.4-DATA	 150200	 2016-04-26 18:51:09.647	 376,122,648.033	 -31	 0x0000	 16	 38	 Adv	 Cmd	 88	 04	 AAAA	 FFFF	 0001	 31	 0004311904000FFF7F010A010D00640200194D00000D	 9131465D	 0EEC	 	 	 7777772E68617274636F6D6D2E6F7267	 00043119040000000000000001	 0004311904	 9131465D	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 26418804AAAAFFFF0100310004311904000FFF7F010A010D00640200194D00000D9131465D0EEC	 
124646	 802.15.4-DATA	 150201	 2016-04-26 18:51:09.827	 376,122,828.030	 -32	 0x0000	 19	 38	 Adv	 Cmd	 88	 16	 AAAA	 FFFF	 0001	 31	 0004311916000FFF7F010A010D00640200194D00000D	 CE834014	 0DEA	 	 	 7777772E68617274636F6D6D2E6F7267	 00043119160000000000000001	 0004311916	 CE834014	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 26418816AAAAFFFF0100310004311916000FFF7F010A010D00640200194D00000DCE8340140DEA	 
124646	 802.15.4-DATA	 150202	 2016-04-26 18:51:10.078	 376,123,078.031	 -31	 0x0000	 14	 38	 Adv	 Cmd	 88	 2F	 AAAA	 FFFF	 0001	 31	 000431192F000FFF7F010A010D00640200194D00000D	 9D8875AC	 0EEA	 	 	 7777772E68617274636F6D6D2E6F7267	 000431192F0000000000000001	 000431192F	 9D8875AC	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 2641882FAAAAFFFF010031000431192F000FFF7F010A010D00640200194D00000D9D8875AC0EEA	 
124646	 802.15.4-DATA	 150203	 2016-04-26 18:51:10.099	 376,123,098.028	 -55	 0x0000	 16	 76	 Data	 PData	 88	 31	 AAAA	 0001	 0012	 2F	 	 2D57E96A	 F6EB	 	 auth failure	 00000000000000000000000000000000	 00043119310000000000000012	 0004311931	 D20D0CD7	 00	 00	 	 	 FFFFFFFFFFFFFFFF	 FFFFFFFFFFFFFFFF	 	 	 	 	 	 	 error	 	 decrypt failure	 00000000000000000000000000000000	 00000000000000000000000000	 	 00	 00	 00	 4C418831AAAA010012002F0020192F011CF981001200A45CE137DE33A88F66EF2FE5B204780BB5DA4C6361839C67F6FE4A6294E63E9E90BFA9C7F08ED6E3CB3B832A613787C0912D57E96AF6EB	 
124646	 802.15.4-DATA	 150204	 2016-04-26 18:51:10.099	 376,123,101.663	 -32	 0x0000	 16	 19	 ACK	 PData	 88	 31	 AAAA	 0012	 0001	 28	 	 5979CAD5	 0DE9	 	 auth failure	 00000000000000000000000000000000	 00043119310000000000000001	 0004311931	 5CD7B63E	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 13418831AAAA12000100280000235979CAD50DE9	 
124646	 802.15.4-DATA	 150205	 2016-04-26 18:51:10.329	 376,123,328.056	 -59	 0x0000	 14	 76	 Data	 PData	 88	 48	 AAAA	 0012	 0011	 2F	 	 1CADDFDA	 F2EC	 	 auth failure	 00000000000000000000000000000000	 00043119480000000000000011	 0004311948	 DD48FDFA	 00	 00	 	 	 FFFFFFFFFFFFFFFF	 FFFFFFFFFFFFFFFF	 	 	 	 	 	 	 error	 	 decrypt failure	 00000000000000000000000000000000	 00000000000000000000000000	 	 00	 00	 00	 4C418848AAAA120011002F0020192F011AF981001100D4BF4D2EA75E64B5578D583514ADF16CFA6B098A756D89C92448BA9995BD84E3EFFE9BDDE7067127474F36C2A019CC5B341CADDFDAF2EC	 
124646	 802.15.4-DATA	 150206	 2016-04-26 18:51:10.329	 376,123,331.693	 -53	 0x0000	 14	 19	 ACK	 PData	 88	 48	 AAAA	 0011	 0012	 28	 	 94A1B134	 F8EC	 	 auth failure	 00000000000000000000000000000000	 00043119480000000000000012	 0004311948	 580BC737	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 13418848AAAA110012002800000394A1B134F8EC	 
124646	 802.15.4-DATA	 150207	 2016-04-26 18:51:10.349	 376,123,348.029	 -52	 0x0000	 11	 76	 Data	 PData	 88	 4A	 AAAA	 0001	 0012	 2F	 	 1672737C	 F9EC	 	 auth failure	 00000000000000000000000000000000	 000431194A0000000000000012	 000431194A	 2AB0DCAA	 00	 00	 	 	 FFFFFFFFFFFFFFFF	 FFFFFFFFFFFFFFFF	 	 	 	 	 	 	 error	 	 decrypt failure	 00000000000000000000000000000000	 00000000000000000000000000	 	 00	 00	 00	 4C41884AAAAA010012002F001F192F011AF981001100D4BF4D2EA75E64B5578D583514ADF16CFA6B098A756D89C92448BA9995BD84E3EFFE9BDDE7067127474F36C2A019CC5B341672737CF9EC	 
124646	 802.15.4-DATA	 150208	 2016-04-26 18:51:10.349	 376,123,351.664	 -31	 0x0000	 11	 19	 ACK	 PData	 88	 4A	 AAAA	 0012	 0001	 28	 	 62F848F8	 0EEB	 	 auth failure	 00000000000000000000000000000000	 000431194A0000000000000001	 000431194A	 29859521	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 1341884AAAAA120001002800002162F848F80EEB	 
124646	 802.15.4-DATA	 150209	 2016-04-26 18:51:10.397	 376,123,398.028	 -31	 0x0000	 16	 38	 Adv	 Cmd	 88	 4F	 AAAA	 FFFF	 0001	 31	 000431194F000FFF7F010A010D00640200194D00000D	 5407265A	 0EEA	 	 	 7777772E68617274636F6D6D2E6F7267	 000431194F0000000000000001	 000431194F	 5407265A	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 2641884FAAAAFFFF010031000431194F000FFF7F010A010D00640200194D00000D5407265A0EEA	 
124646	 802.15.4-DATA	 150210	 2016-04-26 18:51:10.647	 376,123,648.033	 -31	 0x0000	 11	 38	 Adv	 Cmd	 88	 68	 AAAA	 FFFF	 0001	 31	 0004311968000FFF7F010A010D00640200194D00000D	 265AE1FB	 0EEC	 	 	 7777772E68617274636F6D6D2E6F7267	 00043119680000000000000001	 0004311968	 265AE1FB	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 26418868AAAAFFFF0100310004311968000FFF7F010A010D00640200194D00000D265AE1FB0EEC	 
124646	 802.15.4-DATA	 150211	 2016-04-26 18:51:10.897	 376,123,898.031	 -35	 0x0000	 21	 38	 Adv	 Cmd	 88	 81	 AAAA	 FFFF	 0001	 31	 0004311981000FFF7F010A010D00640200194D00000D	 3D90C2EF	 0AEC	 	 	 7777772E68617274636F6D6D2E6F7267	 00043119810000000000000001	 0004311981	 3D90C2EF	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 26418881AAAAFFFF0100310004311981000FFF7F010A010D00640200194D00000D3D90C2EF0AEC	 
124646	 802.15.4-DATA	 150212	 2016-04-26 18:51:11.099	 376,124,098.085	 -55	 0x0000	 11	 76	 Data	 PData	 88	 95	 AAAA	 0001	 0012	 2F	 	 0751A73F	 F6EC	 	 auth failure	 00000000000000000000000000000000	 00043119950000000000000012	 0004311995	 34CFDC17	 00	 00	 	 	 FFFFFFFFFFFFFFFF	 FFFFFFFFFFFFFFFF	 	 	 	 	 	 	 error	 	 decrypt failure	 00000000000000000000000000000000	 00000000000000000000000000	 	 00	 00	 00	 4C418895AAAA010012002F00201993011CF981001200A5F24923B791F8B3688DE39B559A930F6289C5C7E296D09930BB986D6595829D066B4D30F9802288BD067B4083EFCF08490751A73FF6EC	 
124646	 802.15.4-DATA	 150213	 2016-04-26 18:51:11.099	 376,124,101.724	 -31	 0x0000	 11	 19	 ACK	 PData	 88	 95	 AAAA	 0012	 0001	 28	 	 798E7320	 0EEA	 	 auth failure	 00000000000000000000000000000000	 00043119950000000000000001	 0004311995	 9EEF11ED	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 13418895AAAA120001002800FFE8798E73200EEA	 
124646	 802.15.4-DATA	 150214	 2016-04-26 18:51:11.147	 376,124,148.031	 -89	 0x0001	 18	 38	 KA	 Cmd	 88	 9A	 A1AA	 FF1F	 E001	 3A	 	 22292164	 D438	 crc failure	 auth failure	 00000000000000000000000000000000	 00000000000000000000000000	 0000000000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 2641889AAAA11FFF01E03AC00430199A000FFF7F0A0A010D006402001D4D20000D22292164D438	 
124646	 802.15.4-DATA	 150215	 2016-04-26 18:51:11.147	 376,124,148.031	 -32	 0x0000	 16	 38	 Adv	 Cmd	 88	 9A	 AAAA	 FFFF	 0001	 31	 000431199A000FFF7F010A010D00640200194D00000D	 32DE2164	 0DE9	 	 	 7777772E68617274636F6D6D2E6F7267	 000431199A0000000000000001	 000431199A	 32DE2164	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 2641889AAAAAFFFF010031000431199A000FFF7F010A010D00640200194D00000D32DE21640DE9	 
124646	 802.15.4-DATA	 150216	 2016-04-26 18:51:11.329	 376,124,328.061	 -54	 0x0000	 24	 76	 Data	 PData	 88	 AC	 AAAA	 0012	 0011	 2F	 	 4BD92DBC	 F7EA	 	 auth failure	 00000000000000000000000000000000	 00043119AC0000000000000011	 00043119AC	 1271CC9E	 00	 00	 	 	 FFFFFFFFFFFFFFFF	 FFFFFFFFFFFFFFFF	 	 	 	 	 	 	 error	 	 decrypt failure	 00000000000000000000000000000000	 00000000000000000000000000	 	 00	 00	 00	 4C4188ACAAAA120011002F00201993011AF981001100D5C6BE7C33CD5E240712F1B29BE9B8337217F4B5B56EB04274FA05DCD623D76AADB3FF8B27AC147FA1D94B02D82A3101DC4BD92DBCF7EA	 
124646	 802.15.4-DATA	 150217	 2016-04-26 18:51:11.329	 376,124,331.701	 -53	 0x0000	 24	 19	 ACK	 PData	 88	 AC	 AAAA	 0011	 0012	 28	 	 B0984809	 F8EA	 	 auth failure	 00000000000000000000000000000000	 00043119AC0000000000000012	 00043119AC	 43CEADAF	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 134188ACAAAA1100120028000035B0984809F8EA	 
124646	 802.15.4-DATA	 150218	 2016-04-26 18:51:11.349	 376,124,348.085	 -56	 0x0000	 21	 76	 Data	 PData	 88	 AE	 AAAA	 0001	 0012	 2F	 	 4718417F	 F5EA	 	 auth failure	 00000000000000000000000000000000	 00043119AE0000000000000012	 00043119AE	 7B247D99	 00	 00	 	 	 FFFFFFFFFFFFFFFF	 FFFFFFFFFFFFFFFF	 	 	 	 	 	 	 error	 	 decrypt failure	 00000000000000000000000000000000	 00000000000000000000000000	 	 00	 00	 00	 4C4188AEAAAA010012002F001F1993011AF981001100D5C6BE7C33CD5E240712F1B29BE9B8337217F4B5B56EB04274FA05DCD623D76AADB3FF8B27AC147FA1D94B02D82A3101DC4718417FF5EA	 
124646	 802.15.4-DATA	 150219	 2016-04-26 18:51:11.349	 376,124,351.724	 -35	 0x0000	 21	 19	 ACK	 PData	 88	 AE	 AAAA	 0012	 0001	 28	 	 C537A546	 0AE7	 	 auth failure	 00000000000000000000000000000000	 00043119AE0000000000000001	 00043119AE	 A758D20E	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 134188AEAAAA120001002800FFE7C537A5460AE7	 
124646	 802.15.4-DATA	 150220	 2016-04-26 18:51:11.349	 376,124,351.724	 -75	 0x0001	 23	 19	 Dis	 Alarm	 88	 AE	 AAAA	 D012	 530F	 03	 	 81BE20FD	 E23C	 crc failure	 auth failure	 00000000000000000000000000000000	 00000000000000000000000000	 0000000000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 134188AEAAAA12D00F53034CFA2981BE20FDE23C	 
124646	 802.15.4-DATA	 150221	 2016-04-26 18:51:11.397	 376,124,398.033	 -31	 0x0000	 11	 38	 Adv	 Cmd	 88	 B3	 AAAA	 FFFF	 0001	 31	 00043119B3000FFF7F010A010D00640200194D00000D	 D9664AD6	 0EEB	 	 	 7777772E68617274636F6D6D2E6F7267	 00043119B30000000000000001	 00043119B3	 D9664AD6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 264188B3AAAAFFFF01003100043119B3000FFF7F010A010D00640200194D00000DD9664AD60EEB	 
124646	 802.15.4-DATA	 150222	 2016-04-26 18:51:11.647	 376,124,648.030	 -35	 0x0000	 21	 38	 Adv	 Cmd	 88	 CC	 AAAA	 FFFF	 0001	 31	 00043119CC000FFF7F010A010D00640200194D00000D	 8B9F42D1	 0AE9	 	 	 7777772E68617274636F6D6D2E6F7267	 00043119CC0000000000000001	 00043119CC	 8B9F42D1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 264188CCAAAAFFFF01003100043119CC000FFF7F010A010D00640200194D00000D8B9F42D10AE9	 
124646	 802.15.4-DATA	 150223	 2016-04-26 18:51:11.897	 376,124,898.035	 -32	 0x0000	 16	 38	 Adv	 Cmd	 88	 E5	 AAAA	 FFFF	 0001	 31	 00043119E5000FFF7F010A010D00640200194D00000D	 1E0FBE5B	 0DEA	 	 	 7777772E68617274636F6D6D2E6F7267	 00043119E50000000000000001	 00043119E5	 1E0FBE5B	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 264188E5AAAAFFFF01003100043119E5000FFF7F010A010D00640200194D00000D1E0FBE5B0DEA	 
124646	 802.15.4-DATA	 150224	 2016-04-26 18:51:12.098	 376,125,098.022	 -56	 0x0000	 21	 76	 Data	 PData	 88	 F9	 AAAA	 0001	 0012	 2F	 	 3B03C72F	 F5EB	 	 auth failure	 00000000000000000000000000000000	 00043119F90000000000000012	 00043119F9	 1D158480	 00	 00	 	 	 FFFFFFFFFFFFFFFF	 FFFFFFFFFFFFFFFF	 	 	 	 	 	 	 error	 	 decrypt failure	 00000000000000000000000000000000	 00000000000000000000000000	 	 00	 00	 00	 4C4188F9AAAA010012002F002019F7011CF981001200A64041C59DE3B0F5045021C58AA7219479E39867CBD26B3B0E64576EC1442EAE4242F9E47762EBA284812451FE9557E3C53B03C72FF5EB	 
124646	 802.15.4-DATA	 150225	 2016-04-26 18:51:12.100	 376,125,101.660	 -36	 0x0000	 21	 19	 ACK	 PData	 88	 F9	 AAAA	 0012	 0001	 28	 	 5931BE6B	 09EC	 	 auth failure	 00000000000000000000000000000000	 00043119F90000000000000001	 00043119F9	 7FA50FC7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 134188F9AAAA12000100280000265931BE6B09EC	 
124646	 802.15.4-DATA	 150226	 2016-04-26 18:51:12.219	 376,125,218.087	 -58	 0x0000	 18	 76	 Data	 PData	 88	 05	 AAAA	 0001	 0011	 2F	 	 6D290CAB	 F3E9	 	 auth failure	 00000000000000000000000000000000	 0004311A050000000000000011	 0004311A05	 C9534432	 00	 00	 	 	 FFFFFFFFFFFFFFFF	 FFFFFFFFFFFFFFFF	 	 	 	 	 	 	 error	 	 decrypt failure	 00000000000000000000000000000000	 00000000000000000000000000	 	 00	 00	 00	 4C418805AAAA010011002F002019F7011AF981001100D67CCEA97AA5DDF40C9879D760E099358D674CFE658C88AEB4E11526D38D6A830B2D480C17C045117280149E467317F3D46D290CABF3E9	 
124646	 802.15.4-DATA	 150227	 2016-04-26 18:51:12.220	 376,125,221.720	 -32	 0x0000	 18	 19	 ACK	 PData	 88	 05	 AAAA	 0011	 0001	 28	 	 B4D045F6	 0DE7	 	 auth failure	 00000000000000000000000000000000	 0004311A050000000000000001	 0004311A05	 61ED3191	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 13418805AAAA110001002800FFE5B4D045F60DE7	 
124646	 802.15.4-DATA	 150228	 2016-04-26 18:51:12.397	 376,125,398.033	 -34	 0x0000	 21	 38	 Adv	 Cmd	 88	 17	 AAAA	 FFFF	 0001	 31	 0004311A17000FFF7F010A010D00640200194D00000D	 63C125DA	 0BE9	 	 	 7777772E68617274636F6D6D2E6F7267	 0004311A170000000000000001	 0004311A17	 63C125DA	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 26418817AAAAFFFF0100310004311A17000FFF7F010A010D00640200194D00000D63C125DA0BE9	 
124646	 802.15.4-DATA	 150229	 2016-04-26 18:51:12.467	 376,125,468.030	 -31	 0x0000	 13	 38	 Adv	 Cmd	 88	 1E	 AAAA	 FFFF	 0001	 31	 0004311A1E000FFF7F010A010D00640200194D00000D	 3CD4B118	 0EEC	 	 	 7777772E68617274636F6D6D2E6F7267	 0004311A1E0000000000000001	 0004311A1E	 3CD4B118	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 2641881EAAAAFFFF0100310004311A1E000FFF7F010A010D00640200194D00000D3CD4B1180EEC	 
124646	 802.15.4-DATA	 150230	 2016-04-26 18:51:12.467	 376,125,468.029	 -84	 0x0001	 15	 38	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
124646	 802.15.4-DATA	 150231	 2016-04-26 18:51:12.717	 376,125,718.026	 -31	 0x0000	 23	 38	 Adv	 Cmd	 88	 37	 AAAA	 FFFF	 0001	 31	 0004311A37000FFF7F010A010D00640200194D00000D	 1016897D	 0EE9	 	 	 7777772E68617274636F6D6D2E6F7267	 0004311A370000000000000001	 0004311A37	 1016897D	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 26418837AAAAFFFF0100310004311A37000FFF7F010A010D00640200194D00000D1016897D0EE9	 
124646	 802.15.4-DATA	 150232	 2016-04-26 18:51:12.967	 376,125,968.032	 -32	 0x0000	 18	 43	 Data	 Cmd	 88	 50	 AAAA	 0012	 0001	 3F	 	 31CB403E	 0DEC	 	 auth failure	 00000000000000000000000000000000	 0004311A500000000000000001	 0004311A50	 29D0AC07	 00	 00	 	 	 FFFFFFFFFFFFFFFF	 FFFFFFFFFFFFFFFF	 	 	 	 	 	 	 error	 	 decrypt failure	 00000000000000000000000000000000	 00000000000000000000000000	 	 00	 00	 00	 2B418850AAAA120001003F001E0ECA011D0012F980001454AFF53A34E25D096E8B03AD78995331CB403E0DEC	 
124646	 802.15.4-DATA	 150233	 2016-04-26 18:51:12.969	 376,125,970.615	 -55	 0x0000	 18	 19	 ACK	 Cmd	 88	 50	 AAAA	 0001	 0012	 38	 	 12757F1A	 F6EC	 	 auth failure	 00000000000000000000000000000000	 0004311A500000000000000012	 0004311A50	 5772730B	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 13418850AAAA010012003800002E12757F1AF6EC	 
124646	 802.15.4-DATA	 150234	 2016-04-26 18:51:13.077	 376,126,078.029	 -31	 0x0000	 14	 38	 Adv	 Cmd	 88	 5B	 AAAA	 FFFF	 0001	 31	 0004311A5B000FFF7F010A010D00640200194D00000D	 D49DF94A	 0EEB	 	 	 7777772E68617274636F6D6D2E6F7267	 0004311A5B0000000000000001	 0004311A5B	 D49DF94A	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 2641885BAAAAFFFF0100310004311A5B000FFF7F010A010D00640200194D00000DD49DF94A0EEB	 
124646	 802.15.4-DATA	 150235	 2016-04-26 18:51:13.097	 376,126,098.050	 -55	 0x0000	 16	 44	 Data	 Cmd	 88	 5D	 AAAA	 0001	 0012	 3F	 	 8329BA33	 F6EA	 	 auth failure	 00000000000000000000000000000000	 0004311A5D0000000000000012	 0004311A5D	 51FC15C6	 00	 00	 	 	 FFFFFFFFFFFFFFFF	 FFFFFFFFFFFFFFFF	 	 	 	 	 	 	 error	 	 decrypt failure	 00000000000000000000000000000000	 00000000000000000000000000	 	 00	 00	 00	 2C41885DAAAA010012003F00201A50011CF98000120025ADFC1A772799EFA9023C8AF2EC9260128329BA33F6EA	 
124646	 802.15.4-DATA	 150236	 2016-04-26 18:51:13.099	 376,126,100.664	 -31	 0x0000	 16	 19	 ACK	 Cmd	 88	 5D	 AAAA	 0012	 0001	 38	 	 ADB7C187	 0EEC	 	 auth failure	 00000000000000000000000000000000	 0004311A5D0000000000000001	 0004311A5D	 4860E825	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 1341885DAAAA1200010038000008ADB7C1870EEC	 
124646	 802.15.4-DATA	 150237	 2016-04-26 18:51:13.217	 376,126,218.029	 -31	 0x0000	 13	 43	 Data	 Cmd	 88	 69	 AAAA	 0011	 0001	 3F	 	 D4BCB4E4	 0EEB	 	 auth failure	 00000000000000000000000000000000	 0004311A690000000000000001	 0004311A69	 76403346	 00	 00	 	 	 FFFFFFFFFFFFFFFF	 FFFFFFFFFFFFFFFF	 	 	 	 	 	 	 error	 	 decrypt failure	 00000000000000000000000000000000	 00000000000000000000000000	 	 00	 00	 00	 2B418869AAAA110001003F001E0ECA011B0011F9800017360B7F713913254151ABE089CE6C0AD4BCB4E40EEB	 
124646	 802.15.4-DATA	 150238	 2016-04-26 18:51:13.219	 376,126,220.614	 -59	 0x0000	 13	 19	 ACK	 Cmd	 88	 69	 AAAA	 0001	 0011	 38	 	 E31BE129	 F2EA	 	 auth failure	 00000000000000000000000000000000	 0004311A690000000000000011	 0004311A69	 D134EFA4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 13418869AAAA0100110038000030E31BE129F2EA	 
124646	 802.15.4-DATA	 150239	 2016-04-26 18:51:13.237	 376,126,238.057	 -59	 0x0000	 14	 44	 Data	 Cmd	 88	 6B	 AAAA	 0012	 0011	 3F	 	 C6CD1A76	 F2EC	 	 auth failure	 00000000000000000000000000000000	 0004311A6B0000000000000011	 0004311A6B	 2A35332B	 00	 00	 	 	 FFFFFFFFFFFFFFFF	 FFFFFFFFFFFFFFFF	 	 	 	 	 	 	 error	 	 decrypt failure	 00000000000000000000000000000000	 00000000000000000000000000	 	 00	 00	 00	 2C41886BAAAA120011003F00201A69011AF98000110028922ECFD038CB912F9F3160331B0C22D2C6CD1A76F2EC	 
124646	 802.15.4-DATA	 150240	 2016-04-26 18:51:13.239	 376,126,240.667	 -53	 0x0000	 14	 19	 ACK	 Cmd	 88	 6B	 AAAA	 0011	 0012	 38	 	 0AB57EA1	 F8EC	 	 auth failure	 00000000000000000000000000000000	 0004311A6B0000000000000012	 0004311A6B	 7E85A213	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 1341886BAAAA110012003800001D0AB57EA1F8EC	 
